item_id,title,release_year
94309,Man on the Moon,1999
94317,New Year's Eve,2002
94320,Lawless,2012
94329,The Twilight Saga,
94349,Hanna,2011
94390,Message in a Bottle,1999
94460,This Christmas,2007
94474,Bride Wars,2015
94487,American Psycho,2000
94510,Grown Ups 2,2013
94619,Bad Words,2013
94651,The Man Who Knew Too Little,1997
94659,The Gold Rush,1925
94676,Starke Zeiten,1988
94687,Underworld,2003
94688,Police Academy 2: Their First Assignment,1985
94695,Everything You Always Wanted to Know About Sex*,1972
94710,Maurice,1987
94726,The Perfect Guy,2015
94741,Dracula,
94750,The Wolfman,2010
94771,Cloud Atlas,2012
94803,The Howling: Reborn,2011
94808,12th & Delaware,
94816,Dulha Mil Gaya,2010
94849,Treasure Island,1972
94852,Return of the Jedi,1983
94856,The Imaginarium of Doctor Parnassus,2009
94864,The Wicker Man,1973
94883,48 Hours of Hallucinatory Sex,1987
94945,Cop,1988
94961,Hollywood Shuffle,1987
94963,Mary Shelley's Frankenstein,1994
94985,Doctor Zhivago,1965
94996,Gangs of Wasseypur,2012
95019,The Fog of War,2003
95037,Step Up Revolution,2012
95051,Big Eyes,2014
95055,Conspiracy Theory,1997
95057,Madea's Tough Love,2015
95058,Hot Pursuit,2015
95066,Django Unchained,2012
95075,Pi,1998
95083,Inconceivable,2008
95089,Mean Girls 2,
95110,Arsenic and Old Lace,
95121,Jacob's Ladder,1990
95136,Comrades: Almost a Love Story,1996
95137,Predator 2,1990
95139,Mobile Suit Gundam F91,
95183,Dressed to Kill,1980
95186,The Man Without a Face,1993
95199,Home Alone,1990
95205,Where the Buffalo Roam,1980
95216,JFK,1991
95228,Evil Bong,2006
95240,Meatballs,1979
95286,Love in the Afternoon,1957
95306,Twister,1989
95310,The Last Escape,2010
95321,The Code,2001
95389,Air Force One,1997
95397,35 and Ticking,2011
95416,Why Get a Divorce%3F,1926
95450,Oliver & Company,
95467,Bound,1996
95485,Beyond the Law,1992
95491,Hood 2 Hood: The Blockumentary,2005
95495,The Interview,2014
95501,Kazaam,1996
95503,The Visit,2000
95511,Shanghai Noon,2000
95533,Weekend at Bernie's,1989
95539,Mom,
95609,Good Boy!,2003
95621,Rush Hour 2,2001
95629,Seeking a Friend for the End of the World,2012
95660,Central Intelligence,2016
95692,You Were Never Really Here,
95748,Sharp Shooter,2015
95750,Tenacious D in The Pick of Destiny,2006
95780,Barbershop,
95785,Six Reasons Why,2008
95813,Heaven Is for Real,2014
95855,"Oh, God!",1977
95860,Indecent Proposal,1993
95881,Independence Day,1983
95893,2001: A Space Odyssey,
95959,Cool World,1992
96021,Super Mario Bros.,1993
96040,Taking Chance,2009
96054,Y Tu Mamá También,2001
96070,The Grapes of Wrath,1940
96086,Slum,2013
96092,Snow White,1952
96140,Open Water,2003
96166,Shattered,2011
96176,The Emperor's New Clothes,1966
96184,Next,2007
96197,The Best Exotic Marigold Hotel,
96254,Little Voice,1998
96255,Michael Lucas' La Dolce Vita,2006
96268,You Can't Take It with You,1938
96274,Inside Out,2011
96281,Star Wars: Episode VIII – The Last Jedi,2017
96307,Aladin,2009
96316,Night of the Living Dead,1990
96329,Bulletproof,1996
96361,Any Given Sunday,1999
96376,Butterfly on a Wheel,2007
96382,I Am Number Four,2011
96426,The Batman vs. Dracula,
96439,I'll Sleep When I'm Dead,2003
96440,Population 436,2006
96460,Digimon: The Movie,
96465,In Harm's Way,1965
96494,Beginners,
96514,Police Story 3: Super Cop,1992
96519,Once Upon a Time in America,1984
96538,Madea Goes to Jail,2009
96541,Max Steel,2016
96544,Loved,1997
96559,Free State of Jones,2016
96596,Student Bodies,1981
96621,Ninja,2009
96622,Seven Years in Tibet,1997
96623,Mishima: A Life in Four Chapters,1985
96624,Mickey,2004
96637,Parents,1989
96646,Ghost,1998
96660,Pokémon 4Ever,2001
96684,Kramer vs. Kramer,
96707,A Bug's Life,1998
96716,Eight Men Out,1988
96742,Freejack,1992
96746,Mac & Devin Go to High School,2012
96757,Certified Copy,2010
96766,Paper Towns,2015
96778,Joy,2015
96793,The Breed,2006
96801,Holiday Affair,1949
96835,Shin Godzilla,2016
96841,Turner & Hooch,1989
96844,An American Werewolf in London,1981
96852,The Enemy,1979
96878,Machete,2010
96903,Godzilla Against Mechagodzilla,2002
96909,The Running Man,1987
96973,S3,2016
96983,2001: A Space Travesty,2000
96989,Route 666,2001
96993,Niagara,1953
96996,Lego Indiana Jones and the Raiders of the Lost Brick,
96998,Ali,2001
97007,Daddy Day Care,2003
97040,The Lovers,2017
97046,The Gumball Rally,1976
97066,9,2013
97146,13 Ghosts,1960
97153,Cabaret,1972
97167,Missing in Action,1984
97178,The Imposter,2012
97204,Slutty Summer,2004
97209,Oliver!,1968
97219,The Notebook,2013
97224,Sixty Million Dollar Man,1995
97228,Superman: Doomsday,
97255,Dr. Seuss' How the Grinch Stole Christmas,2000
97259,Pippi Longstocking,1997
97306,Into the Woods,2014
97346,The Girl Next Door,2007
97413,The Secret Life of Pets,2016
97461,Pokémon: The Movie 2000,1999
97494,Silence,2016
97548,Argo,2004
97549,Attack of the 50 Foot Woman,1958
97570,Exit Wounds,2001
97654,The Science of Sleep,2006
97667,Dave,1993
97683,Prince of the City,1981
97695,What Dreams May Come,1998
97728,Kate & Leopold,2001
97733,The Emerald Forest,1985
97745,The Good Son,1993
97818,Real Steel,2011
97819,Psycho,
97820,Blade II,2002
97892,Mr. Smith Goes to Washington,1939
97935,What If...,2012
97944,Safe House,2012
97945,Break-Up,2014
97959,8mm,1999
97982,Sister Act 2: Back in the Habit,1993
97989,Carrie,1952
98016,I Am Thor,2015
98028,Eternal Sunshine of the Spotless Mind,2004
98084,Paris When It Sizzles,1964
98088,Horrible Bosses,2011
98089,That Awkward Moment,2014
98135,Lego Star Wars: Revenge of the Brick,
98139,How the Grinch Stole Christmas,2018
98143,Earth Girls Are Easy,1989
98151,Evolution,2015
98165,Terminator Salvation,2009
98166,The Girl on the Train,2009
98167,Epsilon,1995
98238,The Seven Year Itch,1955
98248,Marilyn,2011
98252,Once,2007
98259,Monster,2003
98271,Demain tout commence,2016
98281,Encounters of the Spooky Kind,1980
98306,Crac,1981
98332,The Bandit,1996
98370,Phase IV,1974
98373,Dance Me to My Song,1998
98383,The Accountant,2016
98387,The Cabinet of Dr. Caligari,1920
98389,Hotel Transylvania 2,2015
98401,Fido,2006
98433,Indiana Jones and the Temple of Doom,1984
98443,VIPs,2010
98479,The Lodger,2009
98513,Existenz,1999
98527,Dumb and Dumber,
98587,Theeb,2014
98623,Risky Business,1939
98637,Battle of the Sexes,2017
98659,Harry Potter and the Deathly Hallows – Part 1,2010
98672,The English Patient,1996
98683,Matilda,1996
98687,Old Boys: The Way of the Dragon,
98699,Mystic River,2003
98701,A Dangerous Man,2009
98729,Foodfight!,2012
98740,Enemy at the Gates,2001
98746,Soul Surfer,2011
98805,A Far Off Place,1993
98815,Faces of Death,1978
98879,Up Close and Personal,1996
98909,A Fish Called Wanda,1988
98918,Spamalot,
98929,Inferno,2016
98930,Only You,1994
98939,Leprechaun 3,1995
98944,Hard Eight,1996
98955,Just Visiting,2001
98981,Bad Girls,1994
98987,A Few Good Men,1992
99001,Bridge of Spies,2015
99027,Production of Avengers: Infinity War and the untitled Avengers sequel,
99040,Iron Man,1931
99049,Excalibur,1981
99060,Ace Ventura,
99066,Burlesque,2010
99091,The Skulls,2000
99120,Eddie and the Cruisers II: Eddie Lives!,1989
99174,Dr. Who and the Daleks,1965
99182,The Night of the Devils,1972
99219,Miracle,2004
99244,Halloween,1978
99248,The Nazis Strike,1943
99256,La mujer de mi hermano,2005
99261,Time Bandits,1981
99276,Star Wars,1977
99302,Fierce Creatures,1997
99306,Paranormal Activity 3,2011
99324,Erin Brockovich,2000
99378,Edge of Darkness,2010
99381,Mindwalk,1990
99414,Welcome to Me,2014
99445,The Unforgiven,2005
99452,Year One,2009
99461,Porky's,1981
99463,Railroad Tigers,
99478,Jackass: The Movie,2002
99496,The Dark,2005
99513,Funny Games,2007
99536,Booty Call,1997
99545,Godzilla,
99560,"That's It, That's All",
99583,Iron Man,2008
99584,Titanic,
99659,Spawn,1997
99660,"I, Robot",2004
99691,Munich,2005
99692,Gozu,2003
99694,Frankenfish,2004
99703,Ganglamedo,2006
99715,Zombieland,2009
99732,Sad Movie,2005
99809,Oblivion,2013
99812,The Sweeney,2012
99824,Tokyo Gore Police,2008
99852,SpongeBob SquarePants 4-D,2002
99887,Eddie's Million Dollar Cook-Off,
99896,Spider-Man,2002
99910,Blazing Saddles,1974
99955,Dragon Ball Z: Lord Slug,1991
99963,The Journey,2004
99966,Snow White,1995
99975,Transcendence,2012
99998,Earthquake,1974
100026,Pari,1995
100030,Friends with Benefits,2011
100043,Back to the Future,
100070,The Mechanic,2011
100074,Return to Never Land,2002
100106,Hawking,2013
100165,House of Games,1987
100178,Peter Pan,1953
100183,Mr. Wrong,1996
100228,Rosie,2013
100271,Lady Bird,2017
100312,Bloodsport,1988
100323,Something's Gotta Give,2003
100329,Collide,2016
100382,Snow White,1987
100443,Battle of the Bulge,1965
100447,Death Wish V: The Face of Death,1994
100448,Life Is Beautiful,1997
100454,Dolls,1987
100459,The Giants,2011
100460,The Pixar Story,2007
100466,The King,1995
100468,Love & Basketball,2000
100493,Why Him%3F,2016
100498,Money Train,1995
100526,The Fog,1980
100536,School Ties,1992
100587,Gosford Park,2001
100599,Book of Shadows: Blair Witch 2,2000
100602,Persepolis,2007
100603,The Spy Who Loved Me,1977
100607,Scream,1981
100614,Bad Santa 2,2016
100646,Deep Impact,1998
100647,Cloak & Dagger,1984
100656,Fantasia 2000,1999
100667,Alice in Wonderland,
100676,Mickey's Twice Upon a Christmas,
100683,The Edge of Seventeen,2016
100687,Galaxy of Terror,1981
100708,Bambi,2013
100723,Ghostbusters,2016
100727,The Wrestler,2008
100737,My Dinner with Andre,1981
100749,Romeo and Juliet,2006
100750,The Hunger Games: Catching Fire,2013
100768,Kiki's Delivery Service,1989
100773,Spider-Man,1977
100784,2 Guns,2013
100821,X-Men: The Last Stand,2006
100822,Freaky Friday,1976
100838,Urban Legends: Final Cut,2000
100854,Driven,2016
100855,Cyborg Soldier,2008
100862,The Last Airbender,2010
100886,Krrish,2006
100909,On the Waterfront,1954
100911,Detective,2016
100924,The Hitcher,1986
100935,The Dark Crystal,
100962,How to Stop Being a Loser,2011
101005,Tarzan,1999
101013,Coffin,2011
101037,The Rocketeer,1991
101053,Daddy's Girl,1996
101081,"Crazy, Stupid, Love",2011
101131,Pee-wee's Big Adventure,
101138,Captain Mike Across America,2007
101153,The Croods,2013
101158,Jurassic Park,
101163,Stay Tuned,1992
101212,Hoodwinked!,2005
101241,To Catch a Thief,1955
101245,Her Battle for Existence,1910
101247,The Transformers: The Movie,
101264,Inception,2010
101283,Zombeavers,2014
101284,The Wizard of Oz,1982
101300,The Thomas Crown Affair,1968
101315,The Red and the Black,1954
101334,Death Note,2017
101335,Spider,2007
101352,Prelude to War,1942
101354,The Mothman Prophecies,2002
101399,Drunken Master,1978
101444,RoboCop,2014
101479,The Bad News Bears,1976
101483,Room,2005
101493,Pinocchio,1967
101495,Enemy,2013
101509,Paranormal Activity: The Marked Ones,2014
101523,Training Day,2001
101529,We'll Never Have Paris,
101569,Masterminds,2013
101570,Shall We Dance%3F,2004
101691,Bad Boys,1995
101744,Thelma & Louise,1991
101745,Lili,1953
101762,Let Me Out,2013
101775,Raiders of the Lost Ark,1981
101780,Zathura,2005
101785,Before I Wake,2016
101794,Lethal Weapon,1987
101799,The Kids Are Alright,1979
101813,Much Ado About Nothing,2016
101846,Last Man Standing,1996
101855,Future X-Cops,2010
101859,Nausicaä of the Valley of the Wind,1984
101889,Timecop,1994
101902,Night of the Living Bread,1990
101908,Rollerball,1975
101921,Swiss Family Robinson,1960
101948,The Fixer,2016
102007,Water for Elephants,2011
102053,Are We Done Yet%3F,2007
102057,Jackass 3D,2010
102067,The Wildest Dream,2010
102073,Ghost in the Shell,1995
102104,I Am Michael,2015
102116,Point Break,1991
102123,Fruitvale Station,2013
102141,Run Lola Run,1998
102147,Dread,2009
102157,Hoosiers,1986
102185,Two Night Stand,2014
102249,Whip It,2009
102290,Sorority Row,2009
102314,United 93,2006
102316,Queen of Babylon,1954
102324,A Better Tomorrow,1986
102326,Snowden,2016
102329,Pearl Harbor,2001
102343,Fed Up,2014
102346,Barbershop: The Next Cut,2016
102403,The Kid,1999
102417,We Bought a Zoo,
102429,Dum,2003
102442,Autumn in New York,2000
102456,The Truth About Cats & Dogs,1996
102457,Bird,1988
102475,Camp Rock 2: The Final Jam,
102493,The Illusionist,2010
102499,Night at the Museum,
102513,"O Brother, Where Art Thou%3F",2000
102528,Mansfield Park,2007
102613,The Last Godfather,2010
102631,Obsession,1997
102652,Mirrors,2008
102671,Suddenly,1996
102691,Room 237,2012
102696,Bring It On Again,
102703,Love Story,1986
102719,Scent of a Woman,1992
102722,Sky Captain and the World of Tomorrow,2004
102733,Murder on the Campus,1933
102747,Barbie as Rapunzel,2002
102752,Keith,2008
102761,Singing Lovebirds,1939
102811,The Children Who Cheated the Nazis,2000
102812,"Big Mommas: Like Father, Like Son",2011
102889,Fun,1994
102910,Stagecoach,1986
102937,Bicycle Thieves,1948
102954,Falling Down,1993
103032,The Old Man,2012
103034,,2015
103046,The Smurfs 2,2013
103066,The Glass Castle,
103097,The Brothers,2001
103163,Batman and Robin,1949
103175,Freddy vs. Jason,2003
103180,Ransom,1996
103189,The Nun,2013
103196,The Sunshine Boys,1975
103198,Hidalgo,2004
103213,Bandslam,2009
103222,Annie Get Your Gun,1950
103252,My Big Fat Greek Wedding 2,2016
103257,The Emperor's New Groove,2000
103291,Eddie Murphy Delirious,
103298,House Party,1990
103310,Money Monster,2016
103322,King Boxer,1972
103330,Hamilton,2006
103377,"Hail, Caesar!",2016
103400,The Green Berets,1968
103406,Winter Passing,2005
103420,The Final Countdown,1980
103429,Bug,2006
103434,Barbie of Swan Lake,
103441,Hyde Park on Hudson,2012
103452,Sex Drive,2008
103466,The Missing,2003
103486,Malibu's Most Wanted,2003
103517,A Guide to Recognizing Your Saints,2006
103521,Insomnia,1997
103527,Pinocchio,2012
103539,Night of Fear,1972
103550,Mr. Brooks,2007
103552,MirrorMask,2005
103588,RRRrrrr!!!,
103646,License to Wed,2007
103663,The Forbidden Kingdom,2008
103690,King,2002
103714,Girls,1980
103738,Black Snake Moan,2006
103739,Darkman,1990
103743,A Clockwork Orange,1971
103749,Pontypool,2008
103764,A Mighty Wind,2003
103784,The Ramen Girl,2008
103800,The Last Face,2016
103867,Gunfight at the O.K. Corral,1957
103876,The Recruit,2003
103887,The Trip to Italy,2014
103892,The Man Who Knew Infinity,2015
103896,House of 1000 Corpses,2003
103906,The Conjuring,
103957,A Christmas Story,1983
103991,"Synecdoche, New York",2008
103993,Bend It Like Beckham,2002
104007,Furry Vengeance,2010
104025,2010,1984
104047,Mad Max Beyond Thunderdome,1985
104052,The Inglorious Bastards,1978
104089,The Cat Returns,
104137,Jumper,2008
104147,Fanboys,2009
104154,Eat Pray Love,2010
104174,Animal House,1978
104177,Crash,2004
104180,La La Land,2016
104183,The Last Samurai,2003
104192,The Other Boleyn Girl,2008
104199,The Aristocrats,2005
104220,Meet the Feebles,1989
104222,Cops and Robbers,1993
104225,Pat Garrett and Billy the Kid,1973
104248,Sleepy Hollow High,2000
104249,Three Days of the Condor,1975
104253,The Perks of Being a Wallflower,
104278,Max,2015
104280,Batman Beyond: Return of the Joker,
104316,CinderElmo,
104331,Wordplay,2006
104364,Alex & Emma,2003
104367,Before I Go to Sleep,2014
104378,High School Musical,
104391,School of Rock,2003
104410,Mythica: A Quest for Heroes,2015
104477,Frozen,2007
104483,Piranha,1995
104502,The Misfits,1961
104519,Straw Dogs,2011
104551,Dracula 2000,2000
104564,Nancy Drew,2002
104589,Beasts of No Nation,2015
104629,Take Off Your Clothes and Live!,1963
104700,Fallen,1998
104711,Mudbound,
104766,Bring It On,2000
104772,Blade,
104779,Carolina,2003
104784,Tinker Bell,
104790,Lady Sings the Blues,1972
104809,Rush,2013
104831,Paris Can Wait,2016
104844,Sex Tape,2014
104847,Paranormal Activity 4,2012
104893,Batman: Death Wish,2012
104901,Collateral Damage,2002
104919,Miss March,2009
104930,Crank,2006
104942,Pan,1995
104943,Just the Way You Are,2015
104989,The Imitation Game,2014
105031,Gone in 60 Seconds,2000
105048,La Cucina,2007
105052,Our School's E.T.,2008
105060,Ice Age: Dawn of the Dinosaurs,2009
105068,First Blood,1982
105089,Lion,2016
105123,Rocky,
105178,Best Friends,2007
105190,Private School,1983
105216,Space Cop,2016
105230,Planet Earth Live,2010
105261,The Free World,2016
105264,Vile,2011
105289,The Diary,1974
105294,The Motorcycle Diaries,2004
105300,Murder at 1600,1997
105302,Something New,2006
105334,Memphis Belle,1990
105346,The Killing of a Sacred Deer,
105403,Occult,2009
105428,3:10 to Yuma,1957
105461,All About Eve,1950
105465,The Entity,1981
105476,The Divide,2015
105486,Poverty Inc.,2014
105529,Harriet the Spy,1996
105556,There Will Be Blood,2007
105558,Barefoot in the Park,1967
105563,Child's Play 2,1990
105589,Annihilation,2018
105612,My Wishes,1999
105617,The Cabin in the Mountains,2014
105645,Lord of War,2005
105656,The Duellists,1977
105690,Planet Earth Live,
105704,A Room with a View,2007
105712,Rocky IV,1985
105735,Sommersby,1993
105748,Lifted,2011
105764,Newsies,1992
105787,The Box,2003
105792,Imperial Dreams,2014
105809,Jesus,1973
105827,Kung Fu Panda,2008
105900,Christmas in Connecticut,1945
105916,Semi-Pro,2008
105923,Anything Goes,1956
105952,Four Rooms,1995
105958,One Piece: The Movie,2000
105959,I Heart Huckabees,2004
105969,The Last Picture Show,1971
105979,Dance Flick,2009
106018,Alaska,1996
106022,Taxi,2015
106113,Mimic,1997
106116,This Is England,2006
106126,My Life,1993
106132,Caddyshack II,1988
106135,Hitman,2014
106186,Firestarter,1984
106197,Let's Go to Prison,2006
106214,Troy Black,
106233,Jumanji,1995
106269,Atlantis: The Lost Empire,2001
106286,Holmes & Watson. Madrid Days,2012
106315,Bertie and Elizabeth,
106317,Meet the Parents,2000
106388,The Princess Bride,1987
106404,The Odd Couple,1968
106407,High School Musical 2,
106416,Funny Face,1957
106494,In Cold Blood,1996
106524,The Incident,2011
106562,Friends,1993
106576,The Girl with the Dragon Tattoo,2009
106588,Fatal Attraction,1987
106614,Sunset Strip,2000
106625,Back to School,1986
106633,Dracula,2006
106635,Stomp the Yard,2007
106652,Behind Enemy Lines,2001
106662,Public Enemies,2009
106673,Outsider,1997
106674,Bad Boys,
106707,Carousel,1956
106761,The Replacements,2000
106827,The Mighty Ducks,1992
106831,Dumbo,
106843,The Ledge,2011
106844,The Battle of the Sexes,1914
106853,Harry Potter and the Philosopher's Stone,2001
106887,Les Misérables,2012
106924,Red,2016
107018,Frozen,
107019,The Aviator,1985
107047,The Hitman's Bodyguard,
107050,Scooby-Doo,
107058,Death Run,1987
107168,Santa's Slay,2005
107171,EuroTrip,2004
107174,Christmas with the Kranks,2004
107175,Jeepers Creepers,2001
107216,Song of the Sea,2014
107265,Mulan,2009
107266,An American in Madras,2013
107312,The Haunted House,2005
107314,Ocean's Eleven,2001
107320,Faith like Potatoes,2006
107321,Charade,1953
107335,Leap Year,2010
107350,Sweeney Todd: The Demon Barber of Fleet Street,2007
107370,Lara Croft: Tomb Raider,2001
107379,Groundhog Day,
107383,Monsters vs. Aliens,2009
107389,Look Who's Talking Too,1990
107394,101 Dalmatians II: Patch's London Adventure,2003
107396,8 Mile,2002
